wk_end,CountyName,res_county,People,IPeople,amt_benefits
2020-03-21,Wheatland,107,53,43,7474
2020-03-21,Wibaux,109,9,8,
2020-03-21,Yellowstone,111,5775,3948,1095597
2020-03-28,Beaverhead,001,282,141,53470
2020-03-28,Big Horn,003,307,84,71049
2020-03-28,Blaine,005,86,35,17454
2020-03-28,Broadwater,007,202,89,43966
2020-03-28,Carbon,009,595,243,129994
2020-03-28,Carter,011,24,6,4421
2020-03-28,Cascade,013,4163,1989,776212
2020-03-28,Chouteau,015,102,46,21284
2020-03-28,Custer,017,441,239,89652
2020-03-28,Daniels,019,14,6,2480
2020-03-28,Dawson,021,299,165,55865
2020-03-28,Deer Lodge,023,456,193,92025
2020-03-28,Fallon,025,68,43,13156
2020-03-28,Fergus,027,436,182,92230
2020-03-28,Flathead,029,8138,3488,1659043
2020-03-28,Gallatin,031,8150,4152,1669156
2020-03-28,Garfield,033,15,9,2504
2020-03-28,Glacier,035,621,207,121844
2020-03-28,Golden Valley,037,31,14,6226
2020-03-28,Granite,039,223,87,50810
2020-03-28,Hill,041,639,272,116343
2020-03-28,Jefferson,043,459,205,98340
2020-03-28,Judith Basin,045,53,17,10029
2020-03-28,Lake,047,1137,446,216772
2020-03-28,Lewis and Clark,049,3668,1603,717748
2020-03-28,Liberty,051,19,7,3201
2020-03-28,Lincoln,053,1268,490,258659
2020-03-28,McCone,055,9,,1736
2020-03-28,Madison,057,315,141,72835
2020-03-28,Meagher,059,51,16,8164
2020-03-28,Mineral,061,233,92,57887
2020-03-28,Missoula,063,8952,4171,1777559
2020-03-28,Musselshell,065,160,64,33755
2020-03-28,Park,067,1261,544,263444
2020-03-28,Petroleum,069,3,,
2020-03-28,Phillips,071,105,51,21545
2020-03-28,Pondera,073,180,78,31781
2020-03-28,Powder River,075,34,14,6795
2020-03-28,Powell,077,224,86,45421
2020-03-28,Prairie,079,30,16,5947
2020-03-28,Ravalli,081,2190,1011,427573
2020-03-28,Richland,083,478,276,103203
2020-03-28,Roosevelt,085,209,82,45143
2020-03-28,Rosebud,087,185,74,39253
2020-03-28,Sanders,089,530,215,111880
2020-03-28,Sheridan,091,98,43,20635
2020-03-28,Silver Bow,093,2177,983,433910
2020-03-28,Stillwater,095,414,217,88523
2020-03-28,Sweet Grass,097,102,46,16882
2020-03-28,Teton,099,134,56,27373
2020-03-28,Toole,101,115,50,20844
2020-03-28,Treasure,103,9,6,1177
2020-03-28,Valley,105,234,113,46918
2020-03-28,Wheatland,107,76,30,14813
2020-03-28,Wibaux,109,22,13,4820
2020-03-28,Yellowstone,111,8845,4001,1846807
2020-04-04,Beaverhead,001,358,123,245058
2020-04-04,Big Horn,003,382,109,276508
2020-04-04,Blaine,005,104,24,75385
2020-04-04,Broadwater,007,283,109,200278
2020-04-04,Carbon,009,727,196,545132
2020-04-04,Carter,011,26,3,17874
2020-04-04,Cascade,013,5627,1975,3977309
2020-04-04,Chouteau,015,122,32,89858
2020-04-04,Custer,017,563,192,396568
2020-04-04,Daniels,019,23,9,14342
2020-04-04,Dawson,021,361,128,234375
2020-04-04,Deer Lodge,023,576,189,407317
2020-04-04,Fallon,025,94,37,64685
2020-04-04,Fergus,027,568,181,397166
2020-04-04,Flathead,029,10245,3047,7413821
2020-04-04,Gallatin,031,10117,3283,7357607
2020-04-04,Garfield,033,18,,13206
2020-04-04,Glacier,035,728,143,519008
2020-04-04,Golden Valley,037,32,5,22515
2020-04-04,Granite,039,252,54,195868
2020-04-04,Hill,041,774,205,547407
2020-04-04,Jefferson,043,618,216,445151
2020-04-04,Judith Basin,045,67,21,47862
2020-04-04,Lake,047,1404,395,992384
2020-04-04,Lewis and Clark,049,4660,1477,3306273
2020-04-04,Liberty,051,29,13,18011
2020-04-04,Lincoln,053,1590,445,1149891.5
2020-04-04,McCone,055,16,9,10456
2020-04-04,Madison,057,411,131,308761
2020-04-04,Meagher,059,85,41,54426
2020-04-04,Mineral,061,290,80,220392
2020-04-04,Missoula,063,11261,3422,8120061.5
2020-04-04,Musselshell,065,207,72,148010
2020-04-04,Park,067,1658,549,1220679
2020-04-04,Petroleum,069,3,,
2020-04-04,Phillips,071,133,42,88691
2020-04-04,Pondera,073,233,70,172495
2020-04-04,Powder River,075,44,17,32343
2020-04-04,Powell,077,284,88,205078
2020-04-04,Prairie,079,31,7,18210
2020-04-04,Ravalli,081,2848,932,2045932
2020-04-04,Richland,083,591,202,419664
2020-04-04,Roosevelt,085,257,72,177791
2020-04-04,Rosebud,087,244,71,162663
2020-04-04,Sanders,089,669,198,488209
2020-04-04,Sheridan,091,132,45,90012
2020-04-04,Silver Bow,093,2727,822,1926388
2020-04-04,Stillwater,095,555,177,408833
2020-04-04,Sweet Grass,097,114,27,78475
2020-04-04,Teton,099,171,65,117676
2020-04-04,Toole,101,154,51,98186
2020-04-04,Treasure,103,11,4,
2020-04-04,Valley,105,307,96,210580
2020-04-04,Wheatland,107,98,22,71619
2020-04-04,Wibaux,109,28,10,19732
2020-04-04,Yellowstone,111,11263,3489,8192477.5
2020-04-11,Beaverhead,001,379,72,267025
2020-04-11,Big Horn,003,390,74,285828
2020-04-11,Blaine,005,116,24,79069
2020-04-11,Broadwater,007,307,65,226657
2020-04-11,Carbon,009,752,124,566260
2020-04-11,Carter,011,29,3,21049
2020-04-11,Cascade,013,6070,1208,4342795
2020-04-11,Chouteau,015,139,33,98156
2020-04-11,Custer,017,563,106,403008
2020-04-11,Daniels,019,29,11,16796
2020-04-11,Dawson,021,392,94,275260
2020-04-11,Deer Lodge,023,608,126,414378
2020-04-11,Fallon,025,104,31,78927
2020-04-11,Fergus,027,545,73,390126
2020-04-11,Flathead,029,10734,1952,7952675
2020-04-11,Gallatin,031,10625,2061,7906414
2020-04-11,Garfield,033,22,11,13934
2020-04-11,Glacier,035,755,105,541921
2020-04-11,Golden Valley,037,32,6,23669
2020-04-11,Granite,039,251,28,200086
2020-04-11,Hill,041,828,145,598674
2020-04-11,Jefferson,043,623,113,468234
2020-04-11,Judith Basin,045,69,12,48218
2020-04-11,Lake,047,1456,277,1043374
2020-04-11,Lewis and Clark,049,4838,896,3521631
2020-04-11,Liberty,051,30,6,21476
2020-04-11,Lincoln,053,1636,262,1178822
2020-04-11,McCone,055,14,,8371
2020-04-11,Madison,057,424,69,320950
2020-04-11,Meagher,059,82,18,57137
2020-04-11,Mineral,061,280,37,217995
2020-04-11,Missoula,063,11759,2020,8702254
2020-04-11,Musselshell,065,216,42,157388
2020-04-11,Park,067,1741,310,1326033
2020-04-11,Petroleum,069,4,,
2020-04-11,Phillips,071,143,32,96097
2020-04-11,Pondera,073,251,39,179254
2020-04-11,Powder River,075,45,6,34204
2020-04-11,Powell,077,307,70,215000
2020-04-11,Prairie,079,34,7,22842
2020-04-11,Ravalli,081,2987,583,2150876
2020-04-11,Richland,083,650,173,451322
2020-04-11,Roosevelt,085,282,65,198564
2020-04-11,Rosebud,087,243,42,168033
2020-04-11,Sanders,089,704,129,511796
2020-04-11,Sheridan,091,151,37,99212
2020-04-11,Silver Bow,093,2974,621,2079271
2020-04-11,Stillwater,095,555,74,418126
2020-04-11,Sweet Grass,097,118,17,83804
2020-04-11,Teton,099,174,42,123006
2020-04-11,Toole,101,166,26,111054
2020-04-11,Treasure,103,12,4,9252
2020-04-11,Valley,105,317,62,212230
2020-04-11,Wheatland,107,100,11,72156
2020-04-11,Wibaux,109,30,6,22203
2020-04-11,Yellowstone,111,11759,2142,8674832
2020-04-18,Beaverhead,001,380,62,263821
2020-04-18,Big Horn,003,425,66,308098
2020-04-18,Blaine,005,104,8,72771
2020-04-18,Broadwater,007,297,37,223663
2020-04-18,Carbon,009,788,96,575540
2020-04-18,Carter,011,28,,20512
2020-04-18,Cascade,013,6317,909,4523372
2020-04-18,Chouteau,015,150,29,102741
2020-04-18,Custer,017,551,79,384252
2020-04-18,Daniels,019,26,6,16670
2020-04-18,Dawson,021,403,85,277117
2020-04-18,Deer Lodge,023,598,63,433000
2020-04-18,Fallon,025,96,11,74563
2020-04-18,Fergus,027,533,69,384595
2020-04-18,Flathead,029,11193,1822,8173622
2020-04-18,Gallatin,031,10733,1453,8102557
2020-04-18,Garfield,033,21,,15705
2020-04-18,Glacier,035,783,83,569741
2020-04-18,Golden Valley,037,37,8,24423
2020-04-18,Granite,039,251,20,199889
2020-04-18,Hill,041,853,84,616351
2020-04-18,Jefferson,043,625,95,468237
2020-04-18,Judith Basin,045,75,15,47937
2020-04-18,Lake,047,1496,231,1077066
2020-04-18,Lewis and Clark,049,4865,669,3574701.5
2020-04-18,Liberty,051,32,5,21405
2020-04-18,Lincoln,053,1607,203,1146100
2020-04-18,McCone,055,15,6,9248
2020-04-18,Madison,057,408,48,310766
2020-04-18,Meagher,059,85,19,57464
2020-04-18,Mineral,061,293,34,220113
2020-04-18,Missoula,063,11923,1560,8884181
2020-04-18,Musselshell,065,231,40,162080
2020-04-18,Park,067,1787,250,1362491
2020-04-18,Petroleum,069,4,,
2020-04-18,Phillips,071,146,27,95861
2020-04-18,Pondera,073,258,43,185895
2020-04-18,Powder River,075,49,8,36468
2020-04-18,Powell,077,293,26,216775
2020-04-18,Prairie,079,33,3,21909
2020-04-18,Ravalli,081,2973,427,2166264.5
2020-04-18,Richland,083,639,98,461948
2020-04-18,Roosevelt,085,272,32,190209
2020-04-18,Rosebud,087,298,71,197258
2020-04-18,Sanders,089,712,77,531452
2020-04-18,Sheridan,091,148,27,109346
2020-04-18,Silver Bow,093,3084,407,2266435
2020-04-18,Stillwater,095,570,72,429492
2020-04-18,Sweet Grass,097,125,22,88493
2020-04-18,Teton,099,169,23,118678
2020-04-18,Toole,101,168,20,115401
2020-04-18,Treasure,103,13,,
2020-04-18,Valley,105,327,41,218293
2020-04-18,Wheatland,107,90,14,61760
2020-04-18,Wibaux,109,31,3,23048
2020-04-18,Yellowstone,111,12103,1650,8878563
2020-04-25,Beaverhead,001,375,40,260601
2020-04-25,Big Horn,003,402,34,303895
2020-04-25,Blaine,005,103,8,71171
2020-04-25,Broadwater,007,272,24,197062
2020-04-25,Carbon,009,796,72,576952
2020-04-25,Carter,011,31,,19322
2020-04-25,Cascade,013,6117,522,4437724
2020-04-25,Chouteau,015,142,11,100581
2020-04-25,Custer,017,521,54,367964
2020-04-25,Daniels,019,23,3,14478
2020-04-25,Dawson,021,397,41,278692
2020-04-25,Deer Lodge,023,565,54,399581
2020-04-25,Fallon,025,95,10,74406
2020-04-25,Fergus,027,534,48,384801
2020-04-25,Flathead,029,11133,966,8371761
2020-04-25,Gallatin,031,10301,893,7860599
2020-04-25,Garfield,033,18,,14135
2020-04-25,Glacier,035,796,89,579778
2020-04-25,Golden Valley,037,35,,22975
2020-04-25,Granite,039,232,15,186182
2020-04-25,Hill,041,853,74,619472
2020-04-25,Jefferson,043,595,49,441771
2020-04-25,Judith Basin,045,72,8,49173
2020-04-25,Lake,047,1498,159,1087165
2020-04-25,Lewis and Clark,049,4662,410,3431158
2020-04-25,Liberty,051,31,6,20318
2020-04-25,Lincoln,053,1555,105,1138107
2020-04-25,McCone,055,14,,9829
2020-04-25,Madison,057,367,30,285840
2020-04-25,Meagher,059,76,6,53069
2020-04-25,Mineral,061,306,30,225867
2020-04-25,Missoula,063,11808,1062,8801012
2020-04-25,Musselshell,065,219,11,162876
2020-04-25,Park,067,1718,144,1311614
2020-04-25,Petroleum,069,4,,
2020-04-25,Phillips,071,137,8,94732
2020-04-25,Pondera,073,259,23,192414
2020-04-25,Powder River,075,47,5,35236
2020-04-25,Powell,077,278,22,204261
2020-04-25,Prairie,079,34,3,22090
2020-04-25,Ravalli,081,2907,311,2103555
2020-04-25,Richland,083,641,97,466923
2020-04-25,Roosevelt,085,278,27,188167
2020-04-25,Rosebud,087,304,36,202790
2020-04-25,Sanders,089,692,58,507282
2020-04-25,Sheridan,091,126,9,92981
2020-04-25,Silver Bow,093,2972,229,2177149
2020-04-25,Stillwater,095,532,36,408080
2020-04-25,Sweet Grass,097,121,7,85563
2020-04-25,Teton,099,158,7,113893
2020-04-25,Toole,101,162,11,114693
2020-04-25,Treasure,103,11,,
2020-04-25,Valley,105,316,25,209302
2020-04-25,Wheatland,107,82,4,56794
2020-04-25,Wibaux,109,33,,24686
2020-04-25,Yellowstone,111,11747,1047,8671073.5
2020-05-02,Beaverhead,001,349,29,241333
2020-05-02,Big Horn,003,403,32,304690
2020-05-02,Blaine,005,103,18,70859
2020-05-02,Broadwater,007,241,17,181694
2020-05-02,Carbon,009,743,49,556481
2020-05-02,Carter,011,28,,18428
2020-05-02,Cascade,013,5682,392,4120058
2020-05-02,Chouteau,015,129,7,91743
2020-05-02,Custer,017,466,32,331114
2020-05-02,Daniels,019,20,,12735
2020-05-02,Dawson,021,392,54,280562
2020-05-02,Deer Lodge,023,513,46,358456
2020-05-02,Fallon,025,91,10,69450
2020-05-02,Fergus,027,456,25,332478
2020-05-02,Flathead,029,10414,653,7823223
2020-05-02,Gallatin,031,9643,668,7348903
2020-05-02,Garfield,033,15,,12565
2020-05-02,Glacier,035,798,76,581451
2020-05-02,Golden Valley,037,29,,22602
2020-05-02,Granite,039,210,15,167482
2020-05-02,Hill,041,807,48,584891
2020-05-02,Jefferson,043,555,40,404639
2020-05-02,Judith Basin,045,69,6,47449
2020-05-02,Lake,047,1405,107,1016110
2020-05-02,Lewis and Clark,049,4294,289,3179240
2020-05-02,Liberty,051,25,,17272
2020-05-02,Lincoln,053,1425,90,1056575
2020-05-02,McCone,055,13,,8690
2020-05-02,Madison,057,355,21,270613
2020-05-02,Meagher,059,70,,51897
2020-05-02,Mineral,061,301,25,223803
2020-05-02,Missoula,063,11311,823,8451949.5
2020-05-02,Musselshell,065,203,12,150086
2020-05-02,Park,067,1626,107,1259800
2020-05-02,Petroleum,069,,,
2020-05-02,Phillips,071,132,13,90842
2020-05-02,Pondera,073,238,16,179583
2020-05-02,Powder River,075,46,3,35672
2020-05-02,Powell,077,255,18,185041
2020-05-02,Prairie,079,28,,20554
2020-05-02,Ravalli,081,2727,233,1980026
2020-05-02,Richland,083,614,79,442406
2020-05-02,Roosevelt,085,272,31,182692
2020-05-02,Rosebud,087,313,36,214643
2020-05-02,Sanders,089,672,65,505977
2020-05-02,Sheridan,091,107,6,81195
2020-05-02,Silver Bow,093,2674,190,1925194
2020-05-02,Stillwater,095,514,34,395386
2020-05-02,Sweet Grass,097,107,10,76359
2020-05-02,Teton,099,145,11,101688
2020-05-02,Toole,101,157,12,112066
2020-05-02,Treasure,103,13,,
2020-05-02,Valley,105,290,21,190889
2020-05-02,Wheatland,107,75,,54472
2020-05-02,Wibaux,109,32,3,22146
2020-05-02,Yellowstone,111,10844,884,7958756.5
2020-05-09,Beaverhead,001,308,28,215010
2020-05-09,Big Horn,003,375,31,287996
2020-05-09,Blaine,005,92,10,62913
2020-05-09,Broadwater,007,214,17,156062
2020-05-09,Carbon,009,689,35,515694
2020-05-09,Carter,011,28,,17830
2020-05-09,Cascade,013,5241,308,3777792
2020-05-09,Chouteau,015,111,3,80519
2020-05-09,Custer,017,427,38,295808
2020-05-09,Daniels,019,20,,13498
2020-05-09,Dawson,021,372,34,277525
2020-05-09,Deer Lodge,023,443,29,313403
2020-05-09,Fallon,025,90,7,71452
2020-05-09,Fergus,027,393,22,288653
2020-05-09,Flathead,029,9456,531,7089063
2020-05-09,Gallatin,031,8823,564,6732853
2020-05-09,Garfield,033,13,,11062
2020-05-09,Glacier,035,723,41,530515
2020-05-09,Golden Valley,037,27,,19390
2020-05-09,Granite,039,194,10,152398
2020-05-09,Hill,041,734,38,528417
2020-05-09,Jefferson,043,499,39,362223
2020-05-09,Judith Basin,045,60,3,43566
2020-05-09,Lake,047,1360,99,1003160
2020-05-09,Lewis and Clark,049,3815,210,2787388
2020-05-09,Liberty,051,20,,14072
2020-05-09,Lincoln,053,1267,62,944356
2020-05-09,McCone,055,12,,8828
2020-05-09,Madison,057,328,19,257042
2020-05-09,Meagher,059,70,4,51993
2020-05-09,Mineral,061,267,18,200801
2020-05-09,Missoula,063,10385,628,7725384
2020-05-09,Musselshell,065,173,10,128882
2020-05-09,Park,067,1512,83,1192740
2020-05-09,Petroleum,069,,,
2020-05-09,Phillips,071,111,7,78777
2020-05-09,Pondera,073,218,13,160072
2020-05-09,Powder River,075,41,,33369
2020-05-09,Powell,077,228,11,166577
2020-05-09,Prairie,079,26,,18365
2020-05-09,Ravalli,081,2475,166,1792170
2020-05-09,Richland,083,546,66,407206
2020-05-09,Roosevelt,085,250,25,176225
2020-05-09,Rosebud,087,280,24,202372
2020-05-09,Sanders,089,616,35,467689
2020-05-09,Sheridan,091,94,8,68834
2020-05-09,Silver Bow,093,2456,181,1737290
2020-05-09,Stillwater,095,453,26,352857
2020-05-09,Sweet Grass,097,95,8,66068
2020-05-09,Teton,099,133,10,89328
2020-05-09,Toole,101,136,6,97053
2020-05-09,Treasure,103,12,,
2020-05-09,Valley,105,242,15,159262
2020-05-09,Wheatland,107,76,6,53006
2020-05-09,Wibaux,109,24,,19071
2020-05-09,Yellowstone,111,9673,628,7082328.5
2020-05-16,Beaverhead,001,302,34,217491
2020-05-16,Big Horn,003,362,17,284494
2020-05-16,Blaine,005,86,4,64267
2020-05-16,Broadwater,007,199,11,147897
2020-05-16,Carbon,009,667,35,505357
2020-05-16,Carter,011,24,,16980
2020-05-16,Cascade,013,4986,304,3573711
2020-05-16,Chouteau,015,114,8,82674
2020-05-16,Custer,017,399,25,282059
2020-05-16,Daniels,019,23,3,13487
2020-05-16,Dawson,021,375,40,277788
2020-05-16,Deer Lodge,023,426,37,296084
2020-05-16,Fallon,025,86,9,69922
2020-05-16,Fergus,027,359,27,262105
2020-05-16,Flathead,029,8809,475,6617390
2020-05-16,Gallatin,031,8330,533,6368246
2020-05-16,Garfield,033,15,,11790
2020-05-16,Glacier,035,709,54,509436
2020-05-16,Golden Valley,037,29,,23330
2020-05-16,Granite,039,189,17,145202
2020-05-16,Hill,041,713,52,499618
2020-05-16,Jefferson,043,451,29,327825
2020-05-16,Judith Basin,045,60,4,43357
2020-05-16,Lake,047,1346,125,967221
2020-05-16,Lewis and Clark,049,3620,229,2645074
2020-05-16,Liberty,051,17,,12313
2020-05-16,Lincoln,053,1217,64,909970
2020-05-16,McCone,055,12,,8750
2020-05-16,Madison,057,313,14,246887
2020-05-16,Meagher,059,69,3,50323
2020-05-16,Mineral,061,257,11,199167
2020-05-16,Missoula,063,9731,662,7169013
2020-05-16,Musselshell,065,178,19,122980
2020-05-16,Park,067,1488,83,1167784
2020-05-16,Petroleum,069,,,
2020-05-16,Phillips,071,112,9,80859
2020-05-16,Pondera,073,221,22,158501
2020-05-16,Powder River,075,40,,31314
2020-05-16,Powell,077,224,15,163562
2020-05-16,Prairie,079,28,,21569
2020-05-16,Ravalli,081,2358,143,1710139
2020-05-16,Richland,083,521,42,408177
2020-05-16,Roosevelt,085,247,19,176370
2020-05-16,Rosebud,087,274,22,197465
2020-05-16,Sanders,089,596,38,448073
2020-05-16,Sheridan,091,93,9,71086
2020-05-16,Silver Bow,093,2367,156,1703602
2020-05-16,Stillwater,095,450,20,354790
2020-05-16,Sweet Grass,097,90,4,62470
2020-05-16,Teton,099,128,12,87772
2020-05-16,Toole,101,129,7,98880
2020-05-16,Treasure,103,10,,
2020-05-16,Valley,105,228,10,157859
2020-05-16,Wheatland,107,72,3,50631
2020-05-16,Wibaux,109,22,,17097
2020-05-16,Yellowstone,111,9223,647,6759820.5
2020-05-23,Beaverhead,001,288,25,203775
2020-05-23,Big Horn,003,359,28,275671
2020-05-23,Blaine,005,92,6,65854
2020-05-23,Broadwater,007,191,12,141487
2020-05-23,Carbon,009,629,34,473753
2020-05-23,Carter,011,22,,
2020-05-23,Cascade,013,4894,382,3488533
2020-05-23,Chouteau,015,109,11,73747
2020-05-23,Custer,017,408,43,282136
2020-05-23,Daniels,019,20,,13479
2020-05-23,Dawson,021,366,26,272799
2020-05-23,Deer Lodge,023,432,44,292307
2020-05-23,Fallon,025,84,3,70182
2020-05-23,Fergus,027,351,31,246714
2020-05-23,Flathead,029,8691,492,6578045
2020-05-23,Gallatin,031,8025,511,6099793
2020-05-23,Garfield,033,15,,11231
2020-05-23,Glacier,035,694,57,497809
2020-05-23,Golden Valley,037,29,4,21235
2020-05-23,Granite,039,169,9,133064
2020-05-23,Hill,041,729,77,502883
2020-05-23,Jefferson,043,441,38,317822
2020-05-23,Judith Basin,045,51,,37520
2020-05-23,Lake,047,1358,138,978851
2020-05-23,Lewis and Clark,049,3463,211,2521102
2020-05-23,Liberty,051,19,,13567
2020-05-23,Lincoln,053,1170,67,868077
2020-05-23,McCone,055,11,,8441
2020-05-23,Madison,057,297,14,234555
2020-05-23,Meagher,059,71,5,50919
2020-05-23,Mineral,061,251,15,187339
2020-05-23,Missoula,063,9463,583,6918925
2020-05-23,Musselshell,065,165,10,116507
2020-05-23,Park,067,1428,54,1121112
2020-05-23,Petroleum,069,,,
2020-05-23,Phillips,071,117,11,82585
2020-05-23,Pondera,073,221,19,156046
2020-05-23,Powder River,075,39,5,27514
2020-05-23,Powell,077,223,15,163253
2020-05-23,Prairie,079,29,,22323
2020-05-23,Ravalli,081,2300,164,1673150
2020-05-23,Richland,083,502,40,388845
2020-05-23,Roosevelt,085,266,42,178704
2020-05-23,Rosebud,087,244,19,181612
2020-05-23,Sanders,089,581,38,433317
2020-05-23,Sheridan,091,89,8,66690
2020-05-23,Silver Bow,093,2384,243,1695833
2020-05-23,Stillwater,095,441,22,338402
2020-05-23,Sweet Grass,097,86,5,57764
2020-05-23,Teton,099,122,11,81849
2020-05-23,Toole,101,140,17,102195
2020-05-23,Treasure,103,9,,
2020-05-23,Valley,105,229,18,157686
2020-05-23,Wheatland,107,70,7,46070
2020-05-23,Wibaux,109,22,,17382
2020-05-23,Yellowstone,111,8894,649,6424627
2020-05-30,Beaverhead,001,283,24,204664
2020-05-30,Big Horn,003,355,22,272725
2020-05-30,Blaine,005,96,13,62036
2020-05-30,Broadwater,007,187,14,138035
2020-05-30,Carbon,009,612,37,448804
2020-05-30,Carter,011,26,3,17140
2020-05-30,Cascade,013,4705,298,3356914
2020-05-30,Chouteau,015,102,6,72654
2020-05-30,Custer,017,379,27,263093
2020-05-30,Daniels,019,20,,12654
2020-05-30,Dawson,021,358,29,267504
2020-05-30,Deer Lodge,023,396,25,282215
2020-05-30,Fallon,025,85,7,70232
2020-05-30,Fergus,027,332,25,241601
2020-05-30,Flathead,029,8115,361,6101126
2020-05-30,Gallatin,031,7509,332,5804347
2020-05-30,Garfield,033,13,,10589
2020-05-30,Glacier,035,710,70,492074
2020-05-30,Golden Valley,037,25,,18121
2020-05-30,Granite,039,153,8,113292
2020-05-30,Hill,041,729,54,496111
2020-05-30,Jefferson,043,425,29,312177
2020-05-30,Judith Basin,045,52,,37751
2020-05-30,Lake,047,1301,79,954970
2020-05-30,Lewis and Clark,049,3377,200,2457418
2020-05-30,Liberty,051,17,,13270
2020-05-30,Lincoln,053,1144,62,843013
2020-05-30,McCone,055,11,,8477
2020-05-30,Madison,057,279,8,220454
2020-05-30,Meagher,059,63,,49293
2020-05-30,Mineral,061,236,3,181034
2020-05-30,Missoula,063,8918,449,6556172
2020-05-30,Musselshell,065,151,8,107308
2020-05-30,Park,067,1327,38,1040052
2020-05-30,Petroleum,069,,,
2020-05-30,Phillips,071,116,10,77590
2020-05-30,Pondera,073,215,14,155219
2020-05-30,Powder River,075,36,,27824
2020-05-30,Powell,077,213,21,147129
2020-05-30,Prairie,079,29,,20683
2020-05-30,Ravalli,081,2252,156,1617736
2020-05-30,Richland,083,497,39,381177
2020-05-30,Roosevelt,085,255,19,182654
2020-05-30,Rosebud,087,249,23,178047
2020-05-30,Sanders,089,551,29,409109
2020-05-30,Sheridan,091,89,6,66277
2020-05-30,Silver Bow,093,2315,159,1671560
2020-05-30,Stillwater,095,441,32,335702
2020-05-30,Sweet Grass,097,89,9,57037
2020-05-30,Teton,099,114,7,74546
2020-05-30,Toole,101,134,7,101786
2020-05-30,Treasure,103,11,,
2020-05-30,Valley,105,233,14,157459
2020-05-30,Wheatland,107,64,6,39937
2020-05-30,Wibaux,109,21,,15530
2020-05-30,Yellowstone,111,8704,654,6287761
2020-06-06,Beaverhead,001,278,27,193659
2020-06-06,Big Horn,003,337,16,251233
2020-06-06,Blaine,005,89,6,58295
2020-06-06,Broadwater,007,182,10,132771
2020-06-06,Carbon,009,563,23,416054
2020-06-06,Carter,011,25,,15649
2020-06-06,Cascade,013,4530,282,3211896
2020-06-06,Chouteau,015,101,7,71722
2020-06-06,Custer,017,364,29,244142
2020-06-06,Daniels,019,18,,10750
2020-06-06,Dawson,021,365,19,280598
2020-06-06,Deer Lodge,023,379,14,274817
2020-06-06,Fallon,025,88,12,67260
2020-06-06,Fergus,027,325,23,232261
2020-06-06,Flathead,029,7674,323,5767378
2020-06-06,Gallatin,031,7058,357,5408025
2020-06-06,Garfield,033,10,,
2020-06-06,Glacier,035,769,117,512899
2020-06-06,Golden Valley,037,26,,19573
2020-06-06,Granite,039,126,5,94135
2020-06-06,Hill,041,709,58,479061
2020-06-06,Jefferson,043,410,32,293307
2020-06-06,Judith Basin,045,52,,36733
2020-06-06,Lake,047,1278,89,930476
2020-06-06,Lewis and Clark,049,3281,229,2362639
2020-06-06,Liberty,051,18,,13244
2020-06-06,Lincoln,053,1080,43,792891
2020-06-06,McCone,055,9,,
2020-06-06,Madison,057,253,20,192173
2020-06-06,Meagher,059,62,4,46079
2020-06-06,Mineral,061,229,8,179906
2020-06-06,Missoula,063,8493,472,6273522
2020-06-06,Musselshell,065,149,9,106421
2020-06-06,Park,067,1216,43,935291
2020-06-06,Petroleum,069,,,
2020-06-06,Phillips,071,112,4,78576
2020-06-06,Pondera,073,213,18,152835
2020-06-06,Powder River,075,37,,28250
2020-06-06,Powell,077,203,15,143253
2020-06-06,Prairie,079,29,,22076
2020-06-06,Ravalli,081,2131,126,1534929
2020-06-06,Richland,083,473,38,353322
2020-06-06,Roosevelt,085,263,29,175634
2020-06-06,Rosebud,087,223,25,150598
2020-06-06,Sanders,089,539,35,394749
2020-06-06,Sheridan,091,79,7,59379
2020-06-06,Silver Bow,093,2239,115,1630689
2020-06-06,Stillwater,095,422,25,314574
2020-06-06,Sweet Grass,097,84,4,56835
2020-06-06,Teton,099,110,7,76932
2020-06-06,Toole,101,132,7,102290
2020-06-06,Treasure,103,13,,
2020-06-06,Valley,105,227,10,150857.5
2020-06-06,Wheatland,107,60,,38275
2020-06-06,Wibaux,109,20,,16415
2020-06-06,Yellowstone,111,8235,625,5884634
2020-06-13,Beaverhead,001,264,14,190570
2020-06-13,Big Horn,003,346,30,236947
2020-06-13,Blaine,005,89,12,57682
2020-06-13,Broadwater,007,174,15,124823
2020-06-13,Carbon,009,520,25,380128
2020-06-13,Carter,011,24,,15102
2020-06-13,Cascade,013,4443,272,3133316.5
2020-06-13,Chouteau,015,96,6,68617
2020-06-13,Custer,017,341,18,235357
2020-06-13,Daniels,019,16,,9942
2020-06-13,Dawson,021,344,17,266214
2020-06-13,Deer Lodge,023,367,23,266903
2020-06-13,Fallon,025,88,5,71220
2020-06-13,Fergus,027,296,24,212688
2020-06-13,Flathead,029,7418,371,5546488
2020-06-13,Gallatin,031,6660,333,5065216
2020-06-13,Garfield,033,11,,
2020-06-13,Glacier,035,818,97,540277
2020-06-13,Golden Valley,037,23,,16565
2020-06-13,Granite,039,122,6,87139
2020-06-13,Hill,041,686,39,461661
2020-06-13,Jefferson,043,400,39,288788
2020-06-13,Judith Basin,045,51,,37934
2020-06-13,Lake,047,1312,139,946591
2020-06-13,Lewis and Clark,049,3191,189,2283725
2020-06-13,Liberty,051,19,,12461
2020-06-13,Lincoln,053,1030,54,750143
